[03/12/2024 00:50:15] room_service.py | Failed getting room datas.
[03/12/2024 00:50:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:15] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:15] room_service.py | Getting rooms data...
[03/12/2024 00:50:15] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:15] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:15] room_service.py | Getting room datas....
[03/12/2024 00:50:15] room_service.py | Failed getting room datas.
[03/12/2024 00:50:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:15] room_service.py | Getting rooms data...
[03/12/2024 00:50:15] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:19] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:19] outlet_service.py | Getting outlets data...

[03/12/2024 00:50:19] room_service.py | Getting rooms data...
[03/12/2024 00:50:19] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:19] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:19] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:19] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:19] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:19] room_service.py | Getting rooms data...
[03/12/2024 00:50:23] booking_service.py | Updating booking data...
[03/12/2024 00:50:23] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 00:50:29] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:30] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:30] room_service.py | Getting room datas....
[03/12/2024 00:50:30] room_service.py | Failed getting room datas.
[03/12/2024 00:50:30] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:30] room_service.py | Getting rooms data...
[03/12/2024 00:50:30] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:30] room_service.py | Getting room datas....
[03/12/2024 00:50:30] room_service.py | Failed getting room datas.
[03/12/2024 00:50:30] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:30] room_service.py | Getting rooms data...
[03/12/2024 00:50:30] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:31] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:32] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:32] room_service.py | Getting rooms data...
[03/12/2024 00:50:32] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:32] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:32] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:32] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:32] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:32] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:32] room_service.py | Getting rooms data...
[03/12/2024 00:50:44] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:44] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:44] room_service.py | Getting rooms data...
[03/12/2024 00:50:44] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:44] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:44] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:50:44] booking_service.py | Fetching all bookings...
[03/12/2024 00:50:44] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:50:44] outlet_service.py | Getting outlets data...
[03/12/2024 00:50:44] room_service.py | Getting rooms data...
[03/12/2024 00:50:50] booking_service.py | Updating booking data...
[03/12/2024 00:50:50] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 00:50:50] transaction_service.py | Adding new transaction...
[03/12/2024 00:50:52] app.py | App running.
[03/12/2024 00:51:26] app.py | App running.
[03/12/2024 00:52:07] room_service.py | Getting room datas....
[03/12/2024 00:52:07] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:52:07] room_service.py | Failed getting room datas.
[03/12/2024 00:52:07] room_service.py | Getting rooms data...
[03/12/2024 00:52:07] outlet_service.py | Getting outlets data...
[03/12/2024 00:52:07] booking_service.py | Fetching all bookings...
[03/12/2024 00:52:07] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:52:07] room_service.py | Getting room datas....
[03/12/2024 00:52:07] room_service.py | Failed getting room datas.
[03/12/2024 00:52:07] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:52:07] outlet_service.py | Getting outlets data...
[03/12/2024 00:52:07] room_service.py | Getting rooms data...
[03/12/2024 00:52:11] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:52:11] room_service.py | Getting rooms data...
[03/12/2024 00:52:11] outlet_service.py | Getting outlets data...
[03/12/2024 00:52:11] booking_service.py | Fetching all bookings...
[03/12/2024 00:52:11] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:52:11] room_service.py | Failed getting room datas.
[03/12/2024 00:52:11] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:52:11] room_service.py | Getting rooms data...
[03/12/2024 00:52:11] outlet_service.py | Getting outlets data...
[03/12/2024 00:52:11] room_service.py | Getting room datas....
[03/12/2024 00:52:11] room_service.py | Failed getting room datas.
[03/12/2024 00:52:14] booking_service.py | Fetching all bookings...
[03/12/2024 00:52:14] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:52:15] room_service.py | Getting room datas....
[03/12/2024 00:52:15] room_service.py | Failed getting room datas.
[03/12/2024 00:52:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:52:15] room_service.py | Getting rooms data...
[03/12/2024 00:52:15] outlet_service.py | Getting outlets data...
[03/12/2024 00:52:15] room_service.py | Getting room datas....
[03/12/2024 00:52:15] room_service.py | Failed getting room datas.
[03/12/2024 00:52:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:52:15] outlet_service.py | Getting outlets data...
[03/12/2024 00:52:15] room_service.py | Getting rooms data...
[03/12/2024 00:53:42] app.py | App running.
[03/12/2024 00:53:43] app.py | App running.
[03/12/2024 00:54:17] app.py | App running.
[03/12/2024 00:54:19] app.py | App running.
[03/12/2024 00:54:25] app.py | App running.
[03/12/2024 00:54:29] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:54:29] room_service.py | Getting rooms data...
[03/12/2024 00:54:29] booking_service.py | Fetching all bookings...
[03/12/2024 00:54:29] outlet_service.py | Getting outlets data...
[03/12/2024 00:54:29] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:54:29] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:54:29] room_service.py | Getting rooms data...
[03/12/2024 00:54:29] outlet_service.py | Getting outlets data...
[03/12/2024 00:54:29] booking_service.py | Fetching all bookings...
[03/12/2024 00:54:29] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:54:32] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:54:32] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:54:32] room_service.py | Getting rooms data...
[03/12/2024 00:54:32] booking_service.py | Fetching all bookings...
[03/12/2024 00:54:32] outlet_service.py | Getting outlets data...
[03/12/2024 00:54:32] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:54:32] booking_service.py | Fetching all bookings...
[03/12/2024 00:54:32] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:54:32] room_service.py | Getting rooms data...
[03/12/2024 00:54:32] outlet_service.py | Getting outlets data...
[03/12/2024 00:54:37] booking_service.py | Updating booking data...
[03/12/2024 00:54:37] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 00:54:37] transaction_service.py | Adding new transaction...
[03/12/2024 00:55:51] app.py | App running.
[03/12/2024 00:56:23] app.py | App running.
[03/12/2024 00:56:26] app.py | App running.
[03/12/2024 00:56:30] app.py | App running.
[03/12/2024 00:56:34] app.py | App running.
[03/12/2024 00:57:01] app.py | App running.
[03/12/2024 00:57:14] app.py | App running.
[03/12/2024 00:57:15] app.py | App running.
[03/12/2024 00:57:23] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:57:23] booking_service.py | Fetching all bookings...
[03/12/2024 00:57:23] room_service.py | Getting rooms data...
[03/12/2024 00:57:23] outlet_service.py | Getting outlets data...
[03/12/2024 00:57:23] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:57:23] outlet_service.py | Getting outlet cities data...
[03/12/2024 00:57:23] booking_service.py | Fetching all bookings...
[03/12/2024 00:57:23] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 00:57:23] outlet_service.py | Getting outlets data...
[03/12/2024 00:57:23] room_service.py | Getting rooms data...
[03/12/2024 00:59:07] app.py | App running.
[03/12/2024 01:00:59] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:00:59] booking_service.py | Fetching all bookings...
[03/12/2024 01:00:59] outlet_service.py | Getting outlets data...
[03/12/2024 01:00:59] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:00:59] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:00:59] outlet_service.py | Getting outlets data...
[03/12/2024 01:00:59] booking_service.py | Fetching all bookings...
[03/12/2024 01:00:59] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:00:59] room_service.py | Getting rooms data...
[03/12/2024 01:01:04] booking_service.py | Updating booking data...
[03/12/2024 01:01:04] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 01:01:05] transaction_service.py | Adding new transaction...
[03/12/2024 01:01:05] transaction_service.py | {'user_id': 'UE0747DB', 'outlet_id': 'OC28A6E0', 'room_id': None, 'penalty': 0}
[03/12/2024 01:02:10] room_service.py | Getting room datas....
[03/12/2024 01:02:10] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:02:10] room_service.py | Failed getting room datas.
[03/12/2024 01:02:10] room_service.py | Getting rooms data...
[03/12/2024 01:02:10] outlet_service.py | Getting outlets data...
[03/12/2024 01:02:10] booking_service.py | Fetching all bookings...
[03/12/2024 01:02:10] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:02:10] room_service.py | Getting room datas....
[03/12/2024 01:02:10] room_service.py | Failed getting room datas.
[03/12/2024 01:02:10] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:02:10] outlet_service.py | Getting outlets data...
[03/12/2024 01:02:10] room_service.py | Getting rooms data...
[03/12/2024 01:02:12] room_service.py | Getting room datas....
[03/12/2024 01:02:12] room_service.py | Failed getting room datas.
[03/12/2024 01:02:12] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:02:12] room_service.py | Getting room datas....
[03/12/2024 01:02:12] room_service.py | Failed getting room datas.
[03/12/2024 01:02:12] outlet_service.py | Getting outlets data...
[03/12/2024 01:02:12] room_service.py | Getting rooms data...
[03/12/2024 01:02:12] booking_service.py | Fetching all bookings...
[03/12/2024 01:02:12] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:02:12] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:02:12] outlet_service.py | Getting outlets data...
[03/12/2024 01:02:12] room_service.py | Getting rooms data...
[03/12/2024 01:02:24] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:02:24] booking_service.py | Fetching all bookings...
[03/12/2024 01:02:24] room_service.py | Getting rooms data...
[03/12/2024 01:02:24] outlet_service.py | Getting outlets data...
[03/12/2024 01:02:24] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:02:24] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:02:24] outlet_service.py | Getting outlets data...
[03/12/2024 01:02:24] booking_service.py | Fetching all bookings...
[03/12/2024 01:02:24] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:02:24] room_service.py | Getting rooms data...
[03/12/2024 01:02:25] booking_service.py | Updating booking data...
[03/12/2024 01:02:25] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 01:02:26] transaction_service.py | Adding new transaction...
[03/12/2024 01:02:26] transaction_service.py | {'user_id': 'UE0747DB', 'outlet_id': 'OC28A6E0', 'room_id': 'R3832D27', 'penalty': 0}
[03/12/2024 01:06:50] app.py | App running.
[03/12/2024 01:06:55] app.py | App running.
[03/12/2024 01:07:01] app.py | App running.
[03/12/2024 01:08:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:08:15] booking_service.py | Fetching all bookings...
[03/12/2024 01:08:15] room_service.py | Getting rooms data...
[03/12/2024 01:08:15] outlet_service.py | Getting outlets data...
[03/12/2024 01:08:15] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:08:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:08:15] booking_service.py | Fetching all bookings...
[03/12/2024 01:08:15] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:08:15] room_service.py | Getting rooms data...
[03/12/2024 01:08:15] outlet_service.py | Getting outlets data...
[03/12/2024 01:08:27] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:08:27] room_service.py | Getting rooms data...
[03/12/2024 01:08:27] booking_service.py | Fetching all bookings...
[03/12/2024 01:08:27] outlet_service.py | Getting outlets data...
[03/12/2024 01:08:27] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:08:27] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:08:27] booking_service.py | Fetching all bookings...
[03/12/2024 01:08:27] room_service.py | Getting rooms data...
[03/12/2024 01:08:27] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:08:27] outlet_service.py | Getting outlets data...
[03/12/2024 01:08:30] booking_service.py | Updating booking data...
[03/12/2024 01:08:30] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 01:08:31] transaction_service.py | Adding new transaction...
[03/12/2024 01:08:31] transaction_service.py | {'booking_id': 'B6F24179', 'user_id': 'UE0747DB', 'outlet_id': 'OC28A6E0', 'room_id': 'R3832D27', 'penalty': 0}
[03/12/2024 01:08:58] app.py | App running.
[03/12/2024 01:08:59] app.py | App running.
[03/12/2024 01:08:59] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:08:59] booking_service.py | Fetching all bookings...
[03/12/2024 01:08:59] outlet_service.py | Getting outlets data...
[03/12/2024 01:08:59] room_service.py | Getting rooms data...
[03/12/2024 01:08:59] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:08:59] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:08:59] outlet_service.py | Getting outlets data...
[03/12/2024 01:08:59] room_service.py | Getting rooms data...
[03/12/2024 01:08:59] booking_service.py | Fetching all bookings...
[03/12/2024 01:08:59] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:05] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:05] booking_service.py | Fetching all bookings...
[03/12/2024 01:09:05] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:05] room_service.py | Getting rooms data...
[03/12/2024 01:09:05] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:05] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:05] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:05] booking_service.py | Fetching all bookings...
[03/12/2024 01:09:05] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:05] room_service.py | Getting rooms data...
[03/12/2024 01:09:06] booking_service.py | Updating booking data...
[03/12/2024 01:09:06] booking_service.py | Booking B6F24179 updated successfully to True.
[03/12/2024 01:09:07] transaction_service.py | Adding new transaction...
[03/12/2024 01:09:07] transaction_service.py | {'booking_id': 'B6F24179', 'user_id': 'UE0747DB', 'outlet_id': 'OC28A6E0', 'room_id': 'R3832D27', 'penalty': 0}
[03/12/2024 01:09:07] transaction_service.py | New transaction added with ID TFECF8AA.
[03/12/2024 01:09:15] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:15] booking_service.py | Fetching all bookings...
[03/12/2024 01:09:15] room_service.py | Getting rooms data...
[03/12/2024 01:09:15] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:15] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:16] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:16] booking_service.py | Fetching all bookings...
[03/12/2024 01:09:16] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:16] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:46] room_service.py | Getting room datas....
[03/12/2024 01:09:46] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:46] room_service.py | Failed getting room datas.
[03/12/2024 01:09:46] room_service.py | Getting rooms data...
[03/12/2024 01:09:46] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:46] transaction_service.py | Getting transaction...
[03/12/2024 01:09:46] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:46] room_service.py | Getting room datas....
[03/12/2024 01:09:46] room_service.py | Getting rooms data...
[03/12/2024 01:09:46] room_service.py | Failed getting room datas.
[03/12/2024 01:09:46] transaction_service.py | Getting transaction...
[03/12/2024 01:09:46] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:46] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:47] room_service.py | Getting rooms data...
[03/12/2024 01:09:47] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:47] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:47] room_service.py | Getting rooms data...
[03/12/2024 01:09:47] room_service.py | Getting room datas....
[03/12/2024 01:09:47] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:47] room_service.py | Failed getting room datas.
[03/12/2024 01:09:47] transaction_service.py | Getting transaction...
[03/12/2024 01:09:47] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:47] room_service.py | Getting rooms data...
[03/12/2024 01:09:47] room_service.py | Getting room datas....
[03/12/2024 01:09:47] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:47] room_service.py | Failed getting room datas.
[03/12/2024 01:09:47] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:09:48] room_service.py | Getting rooms data...
[03/12/2024 01:09:48] outlet_service.py | Getting outlets data...
[03/12/2024 01:09:55] maintenance_service.py | Fetching all maintenance records...
[03/12/2024 01:09:55] maintenance_service.py | No maintenance records found.
[03/12/2024 01:09:55] maintenance_service.py | Fetching all maintenance records...
[03/12/2024 01:09:55] maintenance_service.py | No maintenance records found.
[03/12/2024 01:09:56] booking_service.py | Fetching all bookings...
[03/12/2024 01:09:56] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:56] booking_service.py | Fetching all bookings...
[03/12/2024 01:09:56] booking_service.py | Successfully fetched 1 bookings.
[03/12/2024 01:09:57] transaction_service.py | Getting transaction...
[03/12/2024 01:09:58] transaction_service.py | Getting transaction...
[03/12/2024 01:10:30] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:10:30] room_service.py | Getting rooms data...
[03/12/2024 01:10:30] outlet_service.py | Getting outlets data...
[03/12/2024 01:10:30] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:10:30] room_service.py | Getting rooms data...
[03/12/2024 01:10:30] outlet_service.py | Getting outlets data...
[03/12/2024 01:10:37] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:10:37] room_service.py | Getting rooms data...
[03/12/2024 01:10:37] outlet_service.py | Getting outlets data...
[03/12/2024 01:10:38] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:10:38] room_service.py | Getting rooms data...
[03/12/2024 01:10:38] outlet_service.py | Getting outlets data...
[03/12/2024 01:10:46] auth_controller.py | New Login Request
[03/12/2024 01:10:46] user_service.py | User customer@gmail.com logging in...
[03/12/2024 01:10:46] user_service.py | Login Success
[03/12/2024 01:10:52] transaction_service.py | Getting transaction...
[03/12/2024 01:10:52] transaction_service.py | Getting transaction...
[03/12/2024 01:11:26] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:11:26] room_service.py | Getting rooms data...
[03/12/2024 01:11:26] outlet_service.py | Getting outlets data...
[03/12/2024 01:11:26] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:11:26] outlet_service.py | Getting outlets data...
[03/12/2024 01:11:26] room_service.py | Getting rooms data...
[03/12/2024 01:11:27] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:11:27] outlet_service.py | Getting outlet cities data...
[03/12/2024 01:11:27] room_service.py | Getting rooms data...
[03/12/2024 01:11:27] outlet_service.py | Getting outlets data...
[03/12/2024 01:11:28] outlet_service.py | Getting outlets data...
[03/12/2024 01:11:28] room_service.py | Getting rooms data...
[03/12/2024 01:11:29] outlet_service.py | Getting outlet...
[03/12/2024 01:11:29] room_service.py | Getting outlet rooms....
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] outlet_service.py | Getting outlet...
[03/12/2024 01:11:29] room_service.py | Getting outlet rooms....
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:29] room_service.py | Getting type data...
[03/12/2024 01:11:31] room_service.py | Getting room datas....
[03/12/2024 01:11:31] room_service.py | Getting type data...
[03/12/2024 01:11:32] room_service.py | Getting room datas....
[03/12/2024 01:11:32] room_service.py | Getting type data...
[03/12/2024 01:11:33] room_service.py | Getting room datas....
[03/12/2024 01:11:33] room_service.py | Getting type data...
